,Energy_Consumption,Session_Count,Day_of_Week,Hour_of_Day,Month_of_Year,Year,Day/Night,IsHoliday,Weekend,HourSin,HourCos,DayOfWeekSin,DayOfWeekCos,MonthOfYearSin,MonthOfYearCos,Season,Energy_Consumption_1h,Energy_Consumption_6h,Energy_Consumption_12h,Energy_Consumption_24h,Energy_Consumption_1w,Energy_Consumption_rolling
2021-11-30 10:00:00,20.92270312580679,6,1,10,11,2021,True,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,28.035011198799147,0.0,,,,
2021-11-30 11:00:00,19.262604374448998,6,1,11,11,2021,True,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,20.92270312580679,0.0,,,,
2021-11-30 12:00:00,16.55030073851519,9,1,12,11,2021,True,0,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,19.262604374448998,0.0,3.5459805939429585,,,
2021-11-30 13:00:00,14.436643012702072,6,1,13,11,2021,True,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,16.55030073851519,7.8074477082144185,4.342017053807703,,,
2021-11-30 14:00:00,6.560589330253212,3,1,14,11,2021,True,0,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,14.436643012702072,18.809151933292767,0.3160023522493385,,,
2021-11-30 15:00:00,17.67291745427933,3,1,15,11,2021,True,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,6.560589330253212,28.035011198799147,0.0,,,
2021-11-30 16:00:00,11.954008172868402,5,1,16,11,2021,True,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,17.67291745427933,20.92270312580679,0.0,,,
2021-11-30 17:00:00,1.4221405658093023,3,1,17,11,2021,True,0,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,11.954008172868402,19.262604374448998,0.0,,,
2021-11-30 18:00:00,9.258969371053373,3,1,18,11,2021,True,0,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,1.4221405658093023,16.55030073851519,0.0,,,
2021-11-30 19:00:00,2.5445130139569976,1,1,19,11,2021,False,0,0,-0.9659258262890684,0.2588190451025203,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,9.258969371053373,14.436643012702072,7.8074477082144185,,,
2021-11-30 20:00:00,0.0,0,1,20,11,2021,False,0,0,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,2.5445130139569976,6.560589330253212,18.809151933292767,,,
2021-11-30 21:00:00,2.396946950559365,1,1,21,11,2021,False,0,0,-0.7071067811865477,0.7071067811865475,0.7818314824680297,0.6234898018587336,-0.5000000000000004,0.8660254037844384,Autumn,0.0,17.67291745427933,28.035011198799147,,,
